dataset,source_split,record_id,filepath,label
physionet_2016,training,c0002,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0002.wav,normal
physionet_2016,training,c0003,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0003.wav,abnormal_other
physionet_2016,training,c0004,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0004.wav,normal
physionet_2016,training,c0005,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0005.wav,normal
physionet_2016,training,c0006,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0006.wav,abnormal_other
physionet_2016,training,c0007,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0007.wav,abnormal_other
physionet_2016,training,c0008,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0008.wav,normal
physionet_2016,training,c0009,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0009.wav,normal
physionet_2016,training,c0010,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0010.wav,normal
physionet_2016,training,c0011,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0011.wav,abnormal_other
physionet_2016,training,c0012,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0012.wav,normal
physionet_2016,training,c0013,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0013.wav,normal
physionet_2016,training,c0014,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0014.wav,normal
physionet_2016,training,c0015,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0015.wav,normal
physionet_2016,training,c0016,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0016.wav,abnormal_other
physionet_2016,training,c0017,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0017.wav,normal
physionet_2016,training,c0018,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0018.wav,normal
physionet_2016,training,c0019,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0019.wav,normal
physionet_2016,training,c0020,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0020.wav,normal
physionet_2016,training,c0021,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0021.wav,normal
physionet_2016,training,c0022,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0022.wav,abnormal_other
physionet_2016,training,c0023,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0023.wav,normal
physionet_2016,training,c0024,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0024.wav,normal
physionet_2016,training,c0025,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0025.wav,normal
physionet_2016,training,c0026,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0026.wav,normal
physionet_2016,training,c0027,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0027.wav,normal
physionet_2016,training,c0028,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0028.wav,normal
physionet_2016,training,c0029,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0029.wav,normal
physionet_2016,training,c0030,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0030.wav,abnormal_other
physionet_2016,training,c0031,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-c\c0031.wav,normal
physionet_2016,training,d0001,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0001.wav,abnormal_other
physionet_2016,training,d0002,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0002.wav,normal
physionet_2016,training,d0003,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0003.wav,normal
physionet_2016,training,d0004,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0004.wav,normal
physionet_2016,training,d0005,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0005.wav,abnormal_other
physionet_2016,training,d0006,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0006.wav,abnormal_other
physionet_2016,training,d0007,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0007.wav,abnormal_other
physionet_2016,training,d0008,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0008.wav,normal
physionet_2016,training,d0009,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0009.wav,normal
physionet_2016,training,d0010,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0010.wav,normal
physionet_2016,training,d0011,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0011.wav,normal
physionet_2016,training,d0012,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0012.wav,normal
physionet_2016,training,d0013,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0013.wav,abnormal_other
physionet_2016,training,d0014,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0014.wav,normal
physionet_2016,training,d0015,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0015.wav,abnormal_other
physionet_2016,training,d0016,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0016.wav,abnormal_other
physionet_2016,training,d0017,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0017.wav,normal
physionet_2016,training,d0018,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0018.wav,normal
physionet_2016,training,d0019,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0019.wav,normal
physionet_2016,training,d0020,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0020.wav,abnormal_other
physionet_2016,training,d0021,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0021.wav,normal
physionet_2016,training,d0022,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0022.wav,normal
physionet_2016,training,d0023,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0023.wav,abnormal_other
physionet_2016,training,d0024,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0024.wav,abnormal_other
physionet_2016,training,d0025,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0025.wav,abnormal_other
physionet_2016,training,d0026,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0026.wav,normal
physionet_2016,training,d0027,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0027.wav,abnormal_other
physionet_2016,training,d0028,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0028.wav,normal
physionet_2016,training,d0029,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0029.wav,normal
physionet_2016,training,d0030,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0030.wav,abnormal_other
physionet_2016,training,d0031,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0031.wav,abnormal_other
physionet_2016,training,d0032,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0032.wav,normal
physionet_2016,training,d0033,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0033.wav,normal
physionet_2016,training,d0034,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0034.wav,normal
physionet_2016,training,d0035,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0035.wav,normal
physionet_2016,training,d0036,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0036.wav,abnormal_other
physionet_2016,training,d0037,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0037.wav,abnormal_other
physionet_2016,training,d0038,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0038.wav,normal
physionet_2016,training,d0039,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0039.wav,normal
physionet_2016,training,d0040,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0040.wav,normal
physionet_2016,training,d0041,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0041.wav,abnormal_other
physionet_2016,training,d0042,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0042.wav,normal
physionet_2016,training,d0043,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0043.wav,abnormal_other
physionet_2016,training,d0044,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0044.wav,abnormal_other
physionet_2016,training,d0045,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0045.wav,abnormal_other
physionet_2016,training,d0046,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0046.wav,normal
physionet_2016,training,d0047,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0047.wav,abnormal_other
physionet_2016,training,d0048,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0048.wav,abnormal_other
physionet_2016,training,d0049,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0049.wav,abnormal_other
physionet_2016,training,d0050,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0050.wav,abnormal_other
physionet_2016,training,d0051,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0051.wav,normal
physionet_2016,training,d0052,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0052.wav,normal
physionet_2016,training,d0053,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0053.wav,abnormal_other
physionet_2016,training,d0054,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0054.wav,abnormal_other
physionet_2016,training,d0055,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-d\d0055.wav,abnormal_other
physionet_2016,training,e00001,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00001.wav,abnormal_other
physionet_2016,training,e00002,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00002.wav,abnormal_other
physionet_2016,training,e00003,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00003.wav,abnormal_other
physionet_2016,training,e00004,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00004.wav,abnormal_other
physionet_2016,training,e00005,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00005.wav,abnormal_other
physionet_2016,training,e00006,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00006.wav,abnormal_other
physionet_2016,training,e00007,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00007.wav,abnormal_other
physionet_2016,training,e00008,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00008.wav,abnormal_other
physionet_2016,training,e00009,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00009.wav,abnormal_other
physionet_2016,training,e00010,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00010.wav,abnormal_other
physionet_2016,training,e00011,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00011.wav,abnormal_other
physionet_2016,training,e00012,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00012.wav,abnormal_other
physionet_2016,training,e00013,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00013.wav,abnormal_other
physionet_2016,training,e00014,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00014.wav,abnormal_other
physionet_2016,training,e00015,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00015.wav,abnormal_other
physionet_2016,training,e00016,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00016.wav,abnormal_other
physionet_2016,training,e00017,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00017.wav,abnormal_other
physionet_2016,training,e00018,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00018.wav,abnormal_other
physionet_2016,training,e00019,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00019.wav,abnormal_other
physionet_2016,training,e00020,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00020.wav,normal
physionet_2016,training,e00021,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00021.wav,abnormal_other
physionet_2016,training,e00022,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00022.wav,abnormal_other
physionet_2016,training,e00023,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00023.wav,abnormal_other
physionet_2016,training,e00024,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00024.wav,abnormal_other
physionet_2016,training,e00025,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00025.wav,abnormal_other
physionet_2016,training,e00026,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00026.wav,abnormal_other
physionet_2016,training,e00027,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00027.wav,abnormal_other
physionet_2016,training,e00028,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00028.wav,abnormal_other
physionet_2016,training,e00029,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00029.wav,abnormal_other
physionet_2016,training,e00030,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00030.wav,abnormal_other
physionet_2016,training,e00031,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00031.wav,abnormal_other
physionet_2016,training,e00032,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00032.wav,abnormal_other
physionet_2016,training,e00033,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00033.wav,abnormal_other
physionet_2016,training,e00034,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00034.wav,abnormal_other
physionet_2016,training,e00035,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00035.wav,abnormal_other
physionet_2016,training,e00036,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00036.wav,abnormal_other
physionet_2016,training,e00037,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00037.wav,abnormal_other
physionet_2016,training,e00038,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00038.wav,abnormal_other
physionet_2016,training,e00039,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00039.wav,abnormal_other
physionet_2016,training,e00040,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00040.wav,abnormal_other
physionet_2016,training,e00041,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00041.wav,abnormal_other
physionet_2016,training,e00042,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00042.wav,abnormal_other
physionet_2016,training,e00043,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00043.wav,abnormal_other
physionet_2016,training,e00044,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00044.wav,abnormal_other
physionet_2016,training,e00045,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00045.wav,abnormal_other
physionet_2016,training,e00046,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00046.wav,abnormal_other
physionet_2016,training,e00047,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00047.wav,abnormal_other
physionet_2016,training,e00048,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00048.wav,normal
physionet_2016,training,e00049,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00049.wav,abnormal_other
physionet_2016,training,e00050,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00050.wav,abnormal_other
physionet_2016,training,e00051,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00051.wav,abnormal_other
physionet_2016,training,e00052,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00052.wav,abnormal_other
physionet_2016,training,e00053,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00053.wav,abnormal_other
physionet_2016,training,e00054,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00054.wav,abnormal_other
physionet_2016,training,e00055,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00055.wav,abnormal_other
physionet_2016,training,e00056,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00056.wav,abnormal_other
physionet_2016,training,e00057,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00057.wav,abnormal_other
physionet_2016,training,e00058,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00058.wav,abnormal_other
physionet_2016,training,e00059,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00059.wav,normal
physionet_2016,training,e00060,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00060.wav,abnormal_other
physionet_2016,training,e00061,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00061.wav,abnormal_other
physionet_2016,training,e00062,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00062.wav,abnormal_other
physionet_2016,training,e00063,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00063.wav,abnormal_other
physionet_2016,training,e00064,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00064.wav,abnormal_other
physionet_2016,training,e00065,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00065.wav,abnormal_other
physionet_2016,training,e00066,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00066.wav,abnormal_other
physionet_2016,training,e00067,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00067.wav,abnormal_other
physionet_2016,training,e00068,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00068.wav,abnormal_other
physionet_2016,training,e00069,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00069.wav,abnormal_other
physionet_2016,training,e00070,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00070.wav,abnormal_other
physionet_2016,training,e00071,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00071.wav,normal
physionet_2016,training,e00072,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00072.wav,abnormal_other
physionet_2016,training,e00073,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00073.wav,abnormal_other
physionet_2016,training,e00074,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00074.wav,abnormal_other
physionet_2016,training,e00075,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00075.wav,abnormal_other
physionet_2016,training,e00076,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00076.wav,abnormal_other
physionet_2016,training,e00077,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00077.wav,abnormal_other
physionet_2016,training,e00078,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00078.wav,abnormal_other
physionet_2016,training,e00079,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00079.wav,abnormal_other
physionet_2016,training,e00080,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00080.wav,abnormal_other
physionet_2016,training,e00081,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00081.wav,abnormal_other
physionet_2016,training,e00082,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00082.wav,abnormal_other
physionet_2016,training,e00083,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00083.wav,abnormal_other
physionet_2016,training,e00084,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00084.wav,abnormal_other
physionet_2016,training,e00085,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00085.wav,abnormal_other
physionet_2016,training,e00086,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00086.wav,abnormal_other
physionet_2016,training,e00087,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00087.wav,normal
physionet_2016,training,e00088,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00088.wav,abnormal_other
physionet_2016,training,e00089,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00089.wav,abnormal_other
physionet_2016,training,e00090,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00090.wav,abnormal_other
physionet_2016,training,e00091,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00091.wav,abnormal_other
physionet_2016,training,e00092,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00092.wav,abnormal_other
physionet_2016,training,e00093,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00093.wav,abnormal_other
physionet_2016,training,e00094,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00094.wav,abnormal_other
physionet_2016,training,e00095,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00095.wav,abnormal_other
physionet_2016,training,e00096,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00096.wav,abnormal_other
physionet_2016,training,e00097,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00097.wav,normal
physionet_2016,training,e00098,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00098.wav,abnormal_other
physionet_2016,training,e00099,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00099.wav,abnormal_other
